Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Document Type,Source
"Rajabzadeh M.A., Haddad F., Polgári M., Fintor K., Walter H., Molnár Z., Gyollai I.","Investigation on the role of microorganisms in manganese mineralization from Abadeh-Tashk area, Fars Province, southwestern Iran by using petrographic and geochemical data",2017,"Ore Geology Reviews","80",,,"229","249",,,10.1016/j.oregeorev.2016.06.035,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978955224&partnerID=40&md5=995bce89b97e76a2e322f8d54e4368e5","Department of Earth Sciences, College of Sciences, Shiraz University, Shiraz, Iran; Research Center for Astronomy and Geosciences, Geobiomineralization and Astrobiological Research Group, Institute for Geology and Geochemistry, Hungarian Academy of Sciences, Budaörsi út. 45, Budapest, Hungary; Eszterházy Károly College, Department of Natural Geography and Geoinformatics, Leányka str. 6, Eger, Hungary; Szeged University, Department of Mineralogy, Geochemistry and Petrology, Egyetem str. 2-6, Szeged, Hungary; Eötvös University, Department of Petrology and Geochemistry, Pázmány P. s. 1/c., Budapest, Hungary","Rajabzadeh, M.A., Department of Earth Sciences, College of Sciences, Shiraz University, Shiraz, Iran; Haddad, F., Department of Earth Sciences, College of Sciences, Shiraz University, Shiraz, Iran; Polgári, M., Research Center for Astronomy and Geosciences, Geobiomineralization and Astrobiological Research Group, Institute for Geology and Geochemistry, Hungarian Academy of Sciences, Budaörsi út. 45, Budapest, Hungary, Eszterházy Károly College, Department of Natural Geography and Geoinformatics, Leányka str. 6, Eger, Hungary; Fintor, K., Szeged University, Department of Mineralogy, Geochemistry and Petrology, Egyetem str. 2-6, Szeged, Hungary; Walter, H., Szeged University, Department of Mineralogy, Geochemistry and Petrology, Egyetem str. 2-6, Szeged, Hungary; Molnár, Z., Eötvös University, Department of Petrology and Geochemistry, Pázmány P. s. 1/c., Budapest, Hungary; Gyollai, I., Research Center for Astronomy and Geosciences, Geobiomineralization and Astrobiological Research Group, Institute for Geology and Geochemistry, Hungarian Academy of Sciences, Budaörsi út. 45, Budapest, Hungary","Rajabzadeh, M.A.; Department of Earth Sciences, College of Sciences, Shiraz UniversityIran; email: rajabzad@susc.ac.ir",Article,Scopus
"Edalat M.M., Stephen H.","Effects of two utility-scale solar energy plants on land-cover patterns using SMA of Thematic Mapper data",2017,"Renewable and Sustainable Energy Reviews","67",,,"1139","1152",,,10.1016/j.rser.2016.09.079,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988883142&partnerID=40&md5=e8d70feb191ad6fdb5ce689e898e7610","Department of Civil and Environmental Engineering and Construction, University of Nevada, Las Vegas, United States; Director GIS and Remote Sensing Core Lab, University of Nevada, Las Vegas, United States","Edalat, M.M., Department of Civil and Environmental Engineering and Construction, University of Nevada, Las Vegas, United States; Stephen, H., Department of Civil and Environmental Engineering and Construction, University of Nevada, Las Vegas, United States, Director GIS and Remote Sensing Core Lab, University of Nevada, Las Vegas, United States","Edalat, M.M.; Department of Civil and Environmental Engineering and Construction, University of NevadaUnited States",Letter,Scopus
"Dai S., Xie P., Jia S., Ward C.R., Hower J.C., Yan X., French D.","Enrichment of U-Re-V-Cr-Se and rare earth elements in the Late Permian coals of the Moxinpo Coalfield, Chongqing, China: Genetic implications from geochemical and mineralogical data",2017,"Ore Geology Reviews","80",,,"1","17",,4,10.1016/j.oregeorev.2016.06.015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976562775&partnerID=40&md5=1ab42e5094ca0a581c247a67fe8c6157","College of Geoscience and Survey Engineering, China University of Mining and Technology (Beijing), Beijing, China; State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology (Beijing), Beijing, China; School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, Australia; University of Kentucky, Center for Applied Energy Research, 2540 Research Park Drive, Lexington, KY, United States","Dai, S., College of Geoscience and Survey Engineering, China University of Mining and Technology (Beijing), Beijing, China, State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology (Beijing), Beijing, China; Xie, P., College of Geoscience and Survey Engineering, China University of Mining and Technology (Beijing), Beijing, China, State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology (Beijing), Beijing, China; Jia, S., College of Geoscience and Survey Engineering, China University of Mining and Technology (Beijing), Beijing, China, State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology (Beijing), Beijing, China; Ward, C.R., School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, Australia; Hower, J.C., University of Kentucky, Center for Applied Energy Research, 2540 Research Park Drive, Lexington, KY, United States; Yan, X., College of Geoscience and Survey Engineering, China University of Mining and Technology (Beijing), Beijing, China, State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology (Beijing), Beijing, China; French, D., School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, Australia","Hower, J.C.; University of Kentucky, Center for Applied Energy Research, 2540 Research Park Drive, United States; email: james.hower@uky.edu",Article,Scopus
[No author name available],"Special types of data",2017,"International Series in Operations Research and Management Science","240",,,"133","155",,,10.1007/978-3-319-31718-2_7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983734723&partnerID=40&md5=47a8f011e7004cb606ce8e1e93190e99",,"",,Book Chapter,Scopus
"Paul S., Chang S.-Y., Sun C.C.","The phenomenon of tablet flashing — Its impact on tableting data analysis and a method to eliminate it",2017,"Powder Technology","305",,,"117","124",,,10.1016/j.powtec.2016.09.054,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989154461&partnerID=40&md5=c86423ed9098b243015dde0b54d7d8ba","Pharmaceutical Materials Science and Engineering Laboratory, Department of Pharmaceutics, College of Pharmacy, University of Minnesota, 9-127B Weaver-Densford Hall, 308 Harvard Street S.E., Minneapolis, MN, United States","Paul, S., Pharmaceutical Materials Science and Engineering Laboratory, Department of Pharmaceutics, College of Pharmacy, University of Minnesota, 9-127B Weaver-Densford Hall, 308 Harvard Street S.E., Minneapolis, MN, United States; Chang, S.-Y., Pharmaceutical Materials Science and Engineering Laboratory, Department of Pharmaceutics, College of Pharmacy, University of Minnesota, 9-127B Weaver-Densford Hall, 308 Harvard Street S.E., Minneapolis, MN, United States; Sun, C.C., Pharmaceutical Materials Science and Engineering Laboratory, Department of Pharmaceutics, College of Pharmacy, University of Minnesota, 9-127B Weaver-Densford Hall, 308 Harvard Street S.E., Minneapolis, MN, United States","Sun, C.C.; Pharmaceutical Materials Science and Engineering Laboratory, Department of Pharmaceutics, College of Pharmacy, University of Minnesota, 9-127B Weaver-Densford Hall, 308 Harvard Street S.E., United States; email: sunx0053@umn.edu",Article,Scopus
"M. C., T. P., V. S.","A parameter robust higher order numerical method for singularly perturbed two parameter problems with non-smooth data",2017,"Journal of Computational and Applied Mathematics","309",,,"11","27",,,10.1016/j.cam.2016.06.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978077096&partnerID=40&md5=30fc429f79dfc615ddd78512835045ec","Department of Mathematics, National Institute of Technology, Tiruchirappalli, Tamilnadu, India","M., C., Department of Mathematics, National Institute of Technology, Tiruchirappalli, Tamilnadu, India; T., P., Department of Mathematics, National Institute of Technology, Tiruchirappalli, Tamilnadu, India; V., S., Department of Mathematics, National Institute of Technology, Tiruchirappalli, Tamilnadu, India","M., C.; Department of Mathematics, National Institute of TechnologyIndia; email: leochandru@gmail.com",Article,Scopus
"Mecklenbräuker C.F., Gerstoft P., Zöchmann E.","c–LASSO and its dual for sparse signal estimation from array data",2017,"Signal Processing","130",,,"204","216",,1,10.1016/j.sigpro.2016.06.029,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979234562&partnerID=40&md5=f449bb56ed76cb879c0eeea3cd60803d","Institute of Telecommunications, TU Wien, Gusshausstr. 25/389, Wien, Austria; University of California San Diego, La Jolla, United States; Christian Doppler Laboratory for Dependable Connectivity for the Society in Motion, Austria","Mecklenbräuker, C.F., Institute of Telecommunications, TU Wien, Gusshausstr. 25/389, Wien, Austria, Christian Doppler Laboratory for Dependable Connectivity for the Society in Motion, Austria; Gerstoft, P., University of California San Diego, La Jolla, United States; Zöchmann, E., Institute of Telecommunications, TU Wien, Gusshausstr. 25/389, Wien, Austria, Christian Doppler Laboratory for Dependable Connectivity for the Society in Motion, Austria","Mecklenbräuker, C.F.; Institute of Telecommunications, TU Wien, Gusshausstr. 25/389, Austria; email: cfm@nt.tuwien.ac.at",Article,Scopus
"Kim J.S., Hwang I.M., Lee G.H., Park Y.M., Choi J.Y., Jamila N., Khan N., Kim K.S.","Geographical origin authentication of pork using multi-element and multivariate data analyses",2017,"Meat Science","123",,,"13","20",,,10.1016/j.meatsci.2016.08.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984621845&partnerID=40&md5=151ea39d3e6e24aafbc7089a1765e533","Department of Food and Nutrition, Chosun University, Gwangju, South Korea; World Institute of Kimchi, Gwangju, South Korea; Department of Chemistry, Kohat University of Science and Technology, Kohat, Khyber Pakhtunkhwa, Pakistan","Kim, J.S., Department of Food and Nutrition, Chosun University, Gwangju, South Korea; Hwang, I.M., Department of Food and Nutrition, Chosun University, Gwangju, South Korea, World Institute of Kimchi, Gwangju, South Korea; Lee, G.H., Department of Food and Nutrition, Chosun University, Gwangju, South Korea; Park, Y.M., Department of Food and Nutrition, Chosun University, Gwangju, South Korea; Choi, J.Y., Department of Food and Nutrition, Chosun University, Gwangju, South Korea; Jamila, N., Department of Food and Nutrition, Chosun University, Gwangju, South Korea; Khan, N., Department of Chemistry, Kohat University of Science and Technology, Kohat, Khyber Pakhtunkhwa, Pakistan; Kim, K.S., Department of Food and Nutrition, Chosun University, Gwangju, South Korea","Kim, K.S.; Department of Food and Nutrition, Chosun UniversitySouth Korea; email: kskim@chosun.ac.kr",Article,Scopus
"Paiva L.T., Fontes F.A.C.C.","Sampled–data model predictive control using adaptive time–mesh refinement algorithms",2017,"Lecture Notes in Electrical Engineering","402",,,"143","153",,,10.1007/978-3-319-43671-5_13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988498950&partnerID=40&md5=4055a674800f993022556caaef9b5c5f","Systec–ISR, Faculdade de Engenharia, Universidade do Porto, Porto, Portugal","Paiva, L.T., Systec–ISR, Faculdade de Engenharia, Universidade do Porto, Porto, Portugal; Fontes, F.A.C.C., Systec–ISR, Faculdade de Engenharia, Universidade do Porto, Porto, Portugal","Paiva, L.T.; Systec–ISR, Faculdade de Engenharia, Universidade do PortoPortugal; email: ltpaiva@fe.up.pt",Conference Paper,Scopus
"Bosman H.H., Iacca G., Tejada A., Wörtche H.J., Liotta A.","Spatial anomaly detection in sensor networks using neighborhood information",2017,"Information Fusion","33",,,"41","56",,,10.1016/j.inffus.2016.04.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966421068&partnerID=40&md5=a9dfa4f4bd050782b3a07b1898afa764","INCAS 3, Dr. Nassaulaan 9, Assen, Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, P.O. Box 513, Eindhoven, Netherlands; TNO, Integrated Vehicle Safety Department, AT Helmond, Netherlands","Bosman, H.H., INCAS 3, Dr. Nassaulaan 9, Assen, Netherlands, Department of Electrical Engineering, Eindhoven University of Technology, P.O. Box 513, Eindhoven, Netherlands; Iacca, G., INCAS 3, Dr. Nassaulaan 9, Assen, Netherlands; Tejada, A., TNO, Integrated Vehicle Safety Department, AT Helmond, Netherlands; Wörtche, H.J., INCAS 3, Dr. Nassaulaan 9, Assen, Netherlands; Liotta, A., Department of Electrical Engineering, Eindhoven University of Technology, P.O. Box 513, Eindhoven, Netherlands","Bosman, H.H.; INCAS 3, Dr. Nassaulaan 9, Netherlands; email: sgorpi@gmail.com",Article,Scopus
"Xiong Y., Ren N., Wu M., Liang H., Han J., Yang W.","Sensitivity-enhanced FBG demodulation system with multi-sideband filtering method",2017,"Optics Communications","382",,,"246","252",,,10.1016/j.optcom.2016.07.081,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983000253&partnerID=40&md5=52e8c9e81c9289c4baa889f85c98197f","College of Applied Science, Harbin University of Science and Technology, Harbin, China","Xiong, Y., College of Applied Science, Harbin University of Science and Technology, Harbin, China; Ren, N., College of Applied Science, Harbin University of Science and Technology, Harbin, China; Wu, M., College of Applied Science, Harbin University of Science and Technology, Harbin, China; Liang, H., College of Applied Science, Harbin University of Science and Technology, Harbin, China; Han, J., College of Applied Science, Harbin University of Science and Technology, Harbin, China; Yang, W., College of Applied Science, Harbin University of Science and Technology, Harbin, China","Xiong, Y.; College of Applied Science, Harbin University of Science and TechnologyChina; email: xyling1964@163.com",Article,Scopus
"Zhang J., Wang X., Huang H., Chen S.","Clustering based virtual machines placement in distributed cloud computing",2017,"Future Generation Computer Systems","66",,,"1","10",,,10.1016/j.future.2016.06.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978269130&partnerID=40&md5=b98da2c2b30953a0fd51132c0bf8a0ee","School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China; Public Service Platform of Mobile Internet Application Security Industry, Shenzhen, China; Shenzhen Applied Technology Engineering Laboratory for Internet Multimedia Application, Shenzhen, China; Shenzhen Key Laboratory of Internet of Information Collaboration, Shenzhen, China","Zhang, J., School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China, Public Service Platform of Mobile Internet Application Security Industry, Shenzhen, China; Wang, X., School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China, Shenzhen Applied Technology Engineering Laboratory for Internet Multimedia Application, Shenzhen, China; Huang, H., School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China, Shenzhen Key Laboratory of Internet of Information Collaboration, Shenzhen, China; Chen, S., School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China, Shenzhen Key Laboratory of Internet of Information Collaboration, Shenzhen, China","Huang, H.; School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate SchoolChina; email: hjhuang@hitsz.edu.cn",Article,Scopus
